Sl No.,Bank Name,Branch Name,Routing No.,Dist. Name
8678,SONALI BANK PLC,CHAWK BAZAR,200151933,CHITTAGONG
8679,SONALI BANK PLC,CHAWK BAZAR,200271271,DHAKA-SOUTH
8680,SONALI BANK PLC,CHAWK BAZAR,200060703,BARISHAL
8681,SONALI BANK PLC,CHHAGALNAIYA,200300313,FENI
8682,SONALI BANK PLC,CHHATAK,200900221,SUNAMGANJ
8683,SONALI BANK PLC,CHHAYANI BAZAR,200750642,NOAKHALI
8684,SONALI BANK PLC,CHHAYSUTI,200480288,KISHOREGANJ
8685,SONALI BANK PLC,CHILAHATI,200730259,NILPHAMARI
8686,SONALI BANK PLC,CHILMARI,200490131,KURIGRAM
8687,SONALI BANK PLC,CHINATOLA BAZAR,200410524,JESSORE
8688,SONALI BANK PLC,CHIRIRBANDAR,200280525,DINAJPUR
8689,SONALI BANK PLC,CHITALMARI,200010229,BAGERHAT
8690,SONALI BANK PLC,CHITTAGONG CANTONMENT,200151991,CHITTAGONG
8691,SONALI BANK PLC,CHITTAGONG MEDICAL COLLEGE,200152024,CHITTAGONG
8692,SONALI BANK PLC,CHITTAGONG UREA FERTILIZER,200152116,CHITTAGONG
8693,SONALI BANK PLC,CHOUDDAGRAM,200191069,COMILLA
8694,SONALI BANK PLC,CHOUMOHANI,200750671,NOAKHALI
8695,SONALI BANK PLC,CHOWBARI,200880491,SIRAJGANJ
8696,SONALI BANK PLC,CHOWDHURIBAZAR,200360287,HABIGANJ
8697,SONALI BANK PLC,CHOWDHURYHAT,200750705,NOAKHALI
8698,SONALI BANK PLC,CHOWDHURYHAT,200940281,THAKURGAON
8699,SONALI BANK PLC,CHOWGACHA,200410553,JESSORE
8700,SONALI BANK PLC,CHUADANGA,200180191,CHUADANGA
8701,SONALI BANK PLC,CHUNARUGHAT,200360340,HABIGANJ
8702,SONALI BANK PLC,CHURAIN,200271363,DHAKA-SOUTH
8703,SONALI BANK PLC,CHURAMANKATHI,200410582,JESSORE
8704,SONALI BANK PLC,COLLEGE GATE,200260824,DHAKA-NORTH
8705,SONALI BANK PLC,COLLEGE ROAD,200060732,BARISHAL
8706,SONALI BANK PLC,COLLEGE ROAD,200100797,BOGRA
8707,SONALI BANK PLC,COLLEGE ROAD CHAUMUHANI,200750734,NOAKHALI
8708,SONALI BANK PLC,COMILLA CANTONMENT,200191214,COMILLA
8709,SONALI BANK PLC,COMILLA COORPORATE,200191272,COMILLA
8710,SONALI BANK PLC,COMILLA SADAR DAKKHIN U.Z.,200191335,COMILLA
8711,SONALI BANK PLC,COMPANIGANJ,200910916,SYLHET
8712,SONALI BANK PLC,COMPANIGANJ BAZAR,200193733,COMILLA
8713,SONALI BANK PLC,COURT BHABAN,200880554,SIRAJGANJ
8714,SONALI BANK PLC,COURT BUILDING,200191456,COMILLA
8715,SONALI BANK PLC,COURT BUILDING,200290494,FARIDPUR
8716,SONALI BANK PLC,COURT BUILDING,200680404,NARSHINGDI
8717,SONALI BANK PLC,COURT BUILDING,200500371,KUSHTIA
8718,SONALI BANK PLC,COURT BUILDING,200810461,RAJSHAHI
8719,SONALI BANK PLC,COURT BUILDING,200910945,SYLHET
8720,SONALI BANK PLC,COURT BUILDING,200930554,TANGAIL
8721,SONALI BANK PLC,COURT BUILDING,200280554,DINAJPUR
8722,SONALI BANK PLC,COURT BUILDING,200010290,BAGERHAT
8723,SONALI BANK PLC,COURT BUILDING,200180083,CHUADANGA
8724,SONALI BANK PLC,COURT HILL,200152358,CHITTAGONG
8725,SONALI BANK PLC,COURT ROAD,200580975,MOULVI BAZAR
8726,SONALI BANK PLC,COXS BAZAR,200220251,COXS BAZAR
8727,SONALI BANK PLC,CUSTOM HOUSE,200152387,CHITTAGONG
8728,SONALI BANK PLC,CUSTOM HOUSE,200260882,DHAKA-NORTH
8729,SONALI BANK PLC,CUSTOM HOUSE,200470614,KHULNA
8730,SONALI BANK PLC,D.B. ROAD,200320919,GAIBANDHA
8731,SONALI BANK PLC,D.C. COMPLEX,200350705,GOPALGANJ
8732,SONALI BANK PLC,DAGANBHUIYAN,200300371,FENI
8733,SONALI BANK PLC,DAKSHIN FENCHUGANJ,200910974,SYLHET
8734,SONALI BANK PLC,DAKSHIN SUNAMGONJ,200900063,SUNAMGANJ
8735,SONALI BANK PLC,DAMLA,200590181,MUNSHIGANJ
8736,SONALI BANK PLC,DAMUDYA,200860190,SHARIATPUR
8737,SONALI BANK PLC,DAMURHUDA,200180283,CHUADANGA
8738,SONALI BANK PLC,DANGA,200680433,NARSHINGDI
8739,SONALI BANK PLC,DARAGRAM,200560258,MANIKGANJ
8740,SONALI BANK PLC,DARGA GATE CORPORATE,200911065,SYLHET
8741,SONALI BANK PLC,DARSHANA,200180317,CHUADANGA
8742,SONALI BANK PLC,DASHMINA,200780346,PATUAKHALI
8743,SONALI BANK PLC,DASHURIA,200760795,PABNA
8744,SONALI BANK PLC,DATTAPARA BAZAR,200540160,MADARIPUR
8745,SONALI BANK PLC,DAUDKANDI,200191519,COMILLA
8746,SONALI BANK PLC,DAULATGANJ,200191548,COMILLA
8747,SONALI BANK PLC,DAULATKHAN,200090373,BHOLA
8748,SONALI BANK PLC,DAULATPUR,200560287,MANIKGANJ
8749,SONALI BANK PLC,DAULATPUR,200470706,KHULNA
8750,SONALI BANK PLC,DAULATPUR,200500463,KUSHTIA
8751,SONALI BANK PLC,DAULATPUR COLLEGE ROAD,200470735,KHULNA
8752,SONALI BANK PLC,DAYA GANJ,200271455,DHAKA-SOUTH
8753,SONALI BANK PLC,DAYARAMDI,200750826,NOAKHALI
8754,SONALI BANK PLC,DAYARAMPUR,200690407,NATORE
8755,SONALI BANK PLC,DEBHATA,200870377,SATKHIRA
8756,SONALI BANK PLC,DEBIDWAR,200191601,COMILLA
8757,SONALI BANK PLC,DEBIGANJ,200770198,PANCHAGARH
8758,SONALI BANK PLC,DELDUAR,200930583,TANGAIL
8759,SONALI BANK PLC,DERAI,200900250,SUNAMGANJ
8760,SONALI BANK PLC,DEWANGANJ BAZAR,200390499,JAMALPUR
8761,SONALI BANK PLC,DEWANGANJ SUGAR MILLS,200390523,JAMALPUR
8762,SONALI BANK PLC,DHAKA AIRPOT,200260974,DHAKA-NORTH
8763,SONALI BANK PLC,DHAKA CANTONMENT CORPORATE,200261036,DHAKA-NORTH
8764,SONALI BANK PLC,DHAKA DAKHIN,200911302,SYLHET
8765,SONALI BANK PLC,DHAKA EPZ,200261094,DHAKA-NORTH
8766,SONALI BANK PLC,DHAKA SHERATON HOTEL,200271639,DHAKA-SOUTH
8767,SONALI BANK PLC,DHAKA UNIVERSITY CAMPUS,200271750,DHAKA-SOUTH
8768,SONALI BANK PLC,DHALAGRAM,200410645,JESSORE
8769,SONALI BANK PLC,DHAMAIRHAT,200640499,NAOGAON
8770,SONALI BANK PLC,DHAMRAI,200261157,DHAKA-NORTH
8771,SONALI BANK PLC,DHAMURA,200060761,BARISHAL
8772,SONALI BANK PLC,DHAN BARI,200930675,TANGAIL
8773,SONALI BANK PLC,DHANGORA,200880675,SIRAJGANJ
8774,SONALI BANK PLC,DHANMONDI,200262743,DHAKA-NORTH
8775,SONALI BANK PLC,DHAP,200850526,RANGPUR
8776,SONALI BANK PLC,DHARAMPASSA,200900289,SUNAMGANJ
8777,SONALI BANK PLC,DHARMAGANJ,200670377,NARAYANGANJ
8778,SONALI BANK PLC,DHUBAURA,200610858,MYMENSINGH
8779,SONALI BANK PLC,DHUNAT,200100889,BOGRA
8780,SONALI BANK PLC,DHUPTARA,200670430,NARAYANGANJ
8781,SONALI BANK PLC,DIGHALI BAZAR,200590402,MUNSHIGANJ
8782,SONALI BANK PLC,DIGHALIA,200470764,KHULNA
8783,SONALI BANK PLC,DIGHINALA,200460040,KHAGRACHARI
8784,SONALI BANK PLC,DILKUSHA CORPORATE,200271934,DHAKA-SOUTH
8785,SONALI BANK PLC,DIMLA,200730312,NILPHAMARI
8786,SONALI BANK PLC,DINAJPUR CORPORATE,200280709,DINAJPUR
8787,SONALI BANK PLC,DINGEDAH,200180346,CHUADANGA
8788,SONALI BANK PLC,DISTILARY ROAD,200271963,DHAKA-SOUTH
8789,SONALI BANK PLC,DISTRICT COUNCIL HALL,200271992,DHAKA-SOUTH
8790,SONALI BANK PLC,DOHAZARI,200152561,CHITTAGONG
8791,SONALI BANK PLC,DOMAR,200730341,NILPHAMARI
8792,SONALI BANK PLC,DOMRA KANDA,200480312,KISHOREGANJ
8793,SONALI BANK PLC,DOWARA BAZAR,200900342,SUNAMGANJ
8794,SONALI BANK PLC,DUHAKULA,200500492,KUSHTIA
8795,SONALI BANK PLC,DULHAZRA,200220372,COXS BAZAR
8796,SONALI BANK PLC,DUMKI,200780438,PATUAKHALI
8797,SONALI BANK PLC,DUMURIA,200470793,KHULNA
8798,SONALI BANK PLC,DUPCHACHIA,200100913,BOGRA
8799,SONALI BANK PLC,DURGAPUR,200720193,NETROKONA
8800,SONALI BANK PLC,DURGAPUR,200810553,RAJSHAHI
8801,SONALI BANK PLC,DURGAPUR,200100971,BOGRA
8802,SONALI BANK PLC,EIDGAON,200220406,COXS BAZAR
8803,SONALI BANK PLC,EKDANTA,200761031,PABNA
8804,SONALI BANK PLC,EKTARPURHAT,200500526,KUSHTIA
8805,SONALI BANK PLC,ELENGA,200930820,TANGAIL
8806,SONALI BANK PLC,ELIOTGANJ,200191906,COMILLA
8807,SONALI BANK PLC,ENAYETGANJ,200360432,HABIGANJ
8808,SONALI BANK PLC,ENAYETPUR,200880820,SIRAJGANJ
8809,SONALI BANK PLC,FAKIRAPOOL,200272175,DHAKA-SOUTH
8810,SONALI BANK PLC,FAKIRHAT,200010461,BAGERHAT
8811,SONALI BANK PLC,FALDA BAZAR,200930888,TANGAIL
8812,SONALI BANK PLC,FANDAUK,200120764,BRAHMANBARIA
8813,SONALI BANK PLC,FARAKKABAD,200280796,DINAJPUR
8814,SONALI BANK PLC,FARASHGANJ,200272238,DHAKA-SOUTH
8815,SONALI BANK PLC,FARAZIKANDI,200130646,CHANDPUR
8816,SONALI BANK PLC,FARIDGANJ,200130675,CHANDPUR
8817,SONALI BANK PLC,FARIDPUR,200290528,FARIDPUR
8818,SONALI BANK PLC,FARMGATE,200261452,DHAKA-NORTH
8819,SONALI BANK PLC,FASHITALA,200320430,GAIBANDHA
8820,SONALI BANK PLC,FATIKCHARI,200152745,CHITTAGONG
8821,SONALI BANK PLC,FATULLA,200670522,NARAYANGANJ
8822,SONALI BANK PLC,FENCHUGANJ,200911360,SYLHET
8823,SONALI BANK PLC,FENCHUGANJ SARKARKHANA,200911399,SYLHET
8824,SONALI BANK PLC,FENI,200300526,FENI
8825,SONALI BANK PLC,FOREIGN EXCHANGE,200272320,DHAKA-SOUTH
8826,SONALI BANK PLC,FOREIGN EXCHANGE,200670885,NARAYANGANJ
8827,SONALI BANK PLC,FOREIGN EXCHANGE,200580520,MOULVI BAZAR
8828,SONALI BANK PLC,FULBARI,200490199,KURIGRAM
8829,SONALI BANK PLC,FULBARI GATE,200470856,KHULNA
8830,SONALI BANK PLC,FULBARIA,200610940,MYMENSINGH
8831,SONALI BANK PLC,FULCHARI,200320469,GAIBANDHA
8832,SONALI BANK PLC,FULGAZI,200300618,FENI
8833,SONALI BANK PLC,FULPUR,200610979,MYMENSINGH
8834,SONALI BANK PLC,GABTALI,200101033,BOGRA
8835,SONALI BANK PLC,GAFFARGAON,200611002,MYMENSINGH
8836,SONALI BANK PLC,GAIBANDHA,200320522,GAIBANDHA
8837,SONALI BANK PLC,GAILA,200060790,BARISHAL
8838,SONALI BANK PLC,GALACHIPA,200780496,PATUAKHALI
8839,SONALI BANK PLC,GANA BHABAN,200261607,DHAKA-NORTH
8840,SONALI BANK PLC,GANGACHARA,200850618,RANGPUR
8841,SONALI BANK PLC,GANGNI,200570222,MEHERPUR
8842,SONALI BANK PLC,GANGNI THANA PARISAD,200570251,MEHERPUR
8843,SONALI BANK PLC,GARADOB BAZAR,200570280,MEHERPUR
8844,SONALI BANK PLC,GARAGANJ,200440402,JHENAIDAH
8845,SONALI BANK PLC,GARIB SHAH SARAK,200410708,JESSORE
8846,SONALI BANK PLC,GARO BAZAR,200930909,TANGAIL
8847,SONALI BANK PLC,GAZARIA,200590460,MUNSHIGANJ
8848,SONALI BANK PLC,GAZARIA,200090436,BHOLA
8849,SONALI BANK PLC,GAZIPUR BAZAR,200130767,CHANDPUR
8850,SONALI BANK PLC,GAZIPUR COURT BUILDING,200330583,GAZIPUR
8851,SONALI BANK PLC,GAZIPUR SADAR THANA COMPLEX-2,200330617,GAZIPUR
8852,SONALI BANK PLC,GHAGORE,200350284,GOPALGANJ
8853,SONALI BANK PLC,GHAGRA,200840228,RANGAMATI
8854,SONALI BANK PLC,GHATAIL,200930912,TANGAIL
8855,SONALI BANK PLC,GHIOR,200560379,MANIKGANJ
8856,SONALI BANK PLC,GHORADIA BAZAR,200680462,NARSHINGDI
8857,SONALI BANK PLC,GHORAGHAT,200280820,DINAJPUR
8858,SONALI BANK PLC,GHORASAL,200680491,NARSHINGDI
8859,SONALI BANK PLC,GILATALA,200010582,BAGERHAT
8860,SONALI BANK PLC,GOALANDA,200820280,RAJBARI
8861,SONALI BANK PLC,GOALANDA UPAZILA COMPLEX,200820314,RAJBARI
8862,SONALI BANK PLC,GOALCHAMAT,200290610,FARIDPUR
8863,SONALI BANK PLC,GOBINDAGANJ,200320580,GAIBANDHA
8864,SONALI BANK PLC,GOBINDASHI,200930970,TANGAIL
8865,SONALI BANK PLC,GOBRA,200650221,NARAIL
8866,SONALI BANK PLC,GODAGARI,200810616,RAJSHAHI
8867,SONALI BANK PLC,GODNAIL,200670551,NARAYANGANJ
8868,SONALI BANK PLC,GOHAIL ROAD,200101154,BOGRA
8869,SONALI BANK PLC,GOKARNAGHAT,200120793,BRAHMANBARIA
8870,SONALI BANK PLC,GOKUL KHALI,200180409,CHUADANGA
8871,SONALI BANK PLC,GOLAPGANJ,200911607,SYLHET
8872,SONALI BANK PLC,GOMASTAPUR,200700463,NAWABGANJ
8873,SONALI BANK PLC,GOPALDI BAZAR,200670614,NARAYANGANJ
8874,SONALI BANK PLC,GOPALGANJ,200350376,GOPALGANJ
8875,SONALI BANK PLC,GOPALPUR,200931003,TANGAIL
8876,SONALI BANK PLC,GORAI,200931032,TANGAIL
8877,SONALI BANK PLC,GORAN,200272470,DHAKA-SOUTH
8878,SONALI BANK PLC,GOREYAHAT,200940436,THAKURGAON
8879,SONALI BANK PLC,GOSHAIRHAT,200860345,SHARIATPUR
8880,SONALI BANK PLC,GOURAMBA BAZAR,200010645,BAGERHAT
8881,SONALI BANK PLC,GOURIPUR,200611060,MYMENSINGH
8882,SONALI BANK PLC,GOURIPUR BAZAR,200192118,COMILLA
8883,SONALI BANK PLC,GOURNADI,200060824,BARISHAL
8884,SONALI BANK PLC,GOWAIN GHAT,200911636,SYLHET
8885,SONALI BANK PLC,GOYESHPUR BAZAR,200611123,MYMENSINGH
8886,SONALI BANK PLC,GOYRA BAZAR,200870498,SATKHIRA
8887,SONALI BANK PLC,GREATER ROAD,200810674,RAJSHAHI
8888,SONALI BANK PLC,GREEN ROAD,200261694,DHAKA-NORTH
8889,SONALI BANK PLC,GUIMARA,200460066,KHAGRACHARI
8890,SONALI BANK PLC,GULSHAN,200261728,DHAKA-NORTH
8891,SONALI BANK PLC,GULSHAN NEW NORTH CIRCLE,200261878,DHAKA-NORTH
8892,SONALI BANK PLC,GURUDASPUR,200690557,NATORE
8893,SONALI BANK PLC,GUTHIA,200060853,BARISHAL
8894,SONALI BANK PLC,GUTHUMA BAZAR,200300676,FENI
8895,SONALI BANK PLC,GUZIA,200101309,BOGRA
8896,SONALI BANK PLC,HABIGANJ,200360616,HABIGANJ
8897,SONALI BANK PLC,HAIDERGANJ,200510529,LAKSHMIPUR
8898,SONALI BANK PLC,HAIMCHAR,200130859,CHANDPUR
8899,SONALI BANK PLC,HAJI GANJ,200290702,FARIDPUR
8900,SONALI BANK PLC,HAJIGANJ,200130888,CHANDPUR
8901,SONALI BANK PLC,HAKIMPUR,200280912,DINAJPUR
8902,SONALI BANK PLC,HALDIA BAZAR,200590523,MUNSHIGANJ
8903,SONALI BANK PLC,HALISHAHAR HOUSING ESTATE,200153199,CHITTAGONG
8904,SONALI BANK PLC,HALSHA,200500584,KUSHTIA
8905,SONALI BANK PLC,HALTA BANDAR,200060945,BARISHAL
8906,SONALI BANK PLC,HALUAGHAT,200611152,MYMENSINGH
8907,SONALI BANK PLC,HARAGACHA,200850676,RANGPUR
8908,SONALI BANK PLC,HARINAKUNDA,200440499,JHENAIDAH
8909,SONALI BANK PLC,HARINARAYANPUR,200500618,KUSHTIA
8910,SONALI BANK PLC,HARINBER BAZAR,200120885,BRAHMANBARIA
8911,SONALI BANK PLC,HARIPUR,200940465,THAKURGAON
8912,SONALI BANK PLC,HARIRAMPUR,200560432,MANIKGANJ
8913,SONALI BANK PLC,HAT BOALIA,200180496,CHUADANGA
8914,SONALI BANK PLC,HATGOPALPUR,200440552,JHENAIDAH
8915,SONALI BANK PLC,HATHAZARI,200153223,CHITTAGONG
8916,SONALI BANK PLC,HATIBANDA,200520401,LALMONIRHAT
8917,SONALI BANK PLC,HATIKUMRUL,200880912,SIRAJGANJ
8918,SONALI BANK PLC,HATIL,200380346,JOYPURHAT
8919,SONALI BANK PLC,HATIRDIA BAZAR,200680583,NARSHINGDI
8920,SONALI BANK PLC,HATIYA,200751038,NOAKHALI
8921,SONALI BANK PLC,HATIYA THANA PARISHAD,200751067,NOAKHALI
8922,SONALI BANK PLC,HATKRISHNAPUR,200290731,FARIDPUR
8923,SONALI BANK PLC,HAZARIBAGH,200261960,DHAKA-NORTH
8924,SONALI BANK PLC,HAZRA BARI,200390736,JAMALPUR
8925,SONALI BANK PLC,HAZRAT SHAHJALAL INTERNATIONAL AIR PORT,200264817,DHAKA-NORTH
8926,SONALI BANK PLC,HEAD OFFICE,200272683,DHAKA-SOUTH
8927,SONALI BANK PLC,HIZLA,200060974,BARISHAL
8928,SONALI BANK PLC,HOGLA BAZAR,200720056,NETROKONA
8929,SONALI BANK PLC,HOMNA,200192239,COMILLA
8930,SONALI BANK PLC,HOSSAINPUR,200480404,KISHOREGANJ
8931,SONALI BANK PLC,HUGLI PARA,200280970,DINAJPUR
8932,SONALI BANK PLC,IBRAHIMPUR,200262080,DHAKA-NORTH
8933,SONALI BANK PLC,ISHWARDI,200761215,PABNA
8934,SONALI BANK PLC,ISHWARGANJ,200611181,MYMENSINGH
8935,SONALI BANK PLC,ISLAMPUR,200390765,JAMALPUR
8936,SONALI BANK PLC,ISLAMPUR ROAD,200300739,FENI
8937,SONALI BANK PLC,ISWAR CHANDRA ROAD,200273040,DHAKA-SOUTH
8938,SONALI BANK PLC,ITNA,200480433,KISHOREGANJ
8939,SONALI BANK PLC,J. CANTONMENT,200410887,JESSORE
8940,SONALI BANK PLC,JABOR HAT,200940494,THAKURGAON
8941,SONALI BANK PLC,JAGANNATHPUR,200900492,SUNAMGANJ
8942,SONALI BANK PLC,JAIGIRHAT,200850700,RANGPUR
8943,SONALI BANK PLC,JAINTAPUR,200911810,SYLHET
8944,SONALI BANK PLC,JALDHAKA,200730462,NILPHAMARI
8945,SONALI BANK PLC,JAMADARPUKUR HAT,200101183,BOGRA
8946,SONALI BANK PLC,JAMAL KHAN ROAD,200153586,CHITTAGONG
8947,SONALI BANK PLC,JAMALGANJ,200900526,SUNAMGANJ
8948,SONALI BANK PLC,JAMALPUR,200390857,JAMALPUR
8949,SONALI BANK PLC,JAMALPUR BAZAR,200390886,JAMALPUR
8950,SONALI BANK PLC,JAMIDERHAT,200751159,NOAKHALI
8951,SONALI BANK PLC,JAMTOIL,200880941,SIRAJGANJ
8952,SONALI BANK PLC,JAMUNA SARKARKHANA,200391001,JAMALPUR
8953,SONALI BANK PLC,JAMURHAT,200101488,BOGRA
8954,SONALI BANK PLC,JATIO BISWA BIDYALAYA,200330709,GAZIPUR
8955,SONALI BANK PLC,JATIO KABI KAZI NAZRUL ISLAM UNIVERSITY,200610140,MYMENSINGH
8956,SONALI BANK PLC,JATIO SANGSAD BHABAN,200262293,DHAKA-NORTH
8957,SONALI BANK PLC,JATRABARI,200273224,DHAKA-SOUTH
8958,SONALI BANK PLC,JESSORE BAZAR,200411002,JESSORE
8959,SONALI BANK PLC,JESSORE CORPORATE,200411060,JESSORE
8960,SONALI BANK PLC,JHAL.COURT BUILDING,200420280,JHALOKATHI
8961,SONALI BANK PLC,JHAUDANGA,200870551,SATKHIRA
8962,SONALI BANK PLC,JHENAIDAH,200440644,JHENAIDAH
8963,SONALI BANK PLC,JHENAIGATI,200890160,SHERPUR
8964,SONALI BANK PLC,JHIGATOLA,200262327,DHAKA-NORTH
8965,SONALI BANK PLC,JHIKARGACHA,200411099,JESSORE
8966,SONALI BANK PLC,JIBAN NAGAR,200180588,CHUADANGA
8967,SONALI BANK PLC,JOREPUKURIA,200570314,MEHERPUR
8968,SONALI BANK PLC,JOYDEBPUR,200330738,GAZIPUR
8969,SONALI BANK PLC,JOYNAGAR,200760340,PABNA
8970,SONALI BANK PLC,JOYNANDAHAT,200281003,DINAJPUR
8971,SONALI BANK PLC,JOYPARA,200273282,DHAKA-SOUTH
8972,SONALI BANK PLC,JOYPURHAT,200380409,JOYPURHAT
8973,SONALI BANK PLC,JOYPURHAT EAST,200380438,JOYPURHAT
8974,SONALI BANK PLC,JURACHARI,200840257,RANGAMATI
8975,SONALI BANK PLC,JURGACHA,200761273,PABNA
8976,SONALI BANK PLC,JURI,200580670,MOULVI BAZAR
8977,SONALI BANK PLC,K.D. MORE,200640910,NAOGAON
8978,SONALI BANK PLC,K.D.A. NEW MARKET,200471213,KHULNA
8979,SONALI BANK PLC,KACHARI BAZAR,200850739,RANGPUR
8980,SONALI BANK PLC,KACHINIAHAT,200281061,DINAJPUR
8981,SONALI BANK PLC,KACHUA,200130912,CHANDPUR
8982,SONALI BANK PLC,KACHUA,200010737,BAGERHAT
8983,SONALI BANK PLC,KADAMHATA,200580704,MOULVI BAZAR
8984,SONALI BANK PLC,KAGATIAHAT,200153760,CHITTAGONG
8985,SONALI BANK PLC,KAHALOO,200101541,BOGRA
8986,SONALI BANK PLC,KAHAROLE,200281090,DINAJPUR
8987,SONALI BANK PLC,KAKAILCHEO,200360737,HABIGANJ
8988,SONALI BANK PLC,KAKINA BAZAR,200520069,LALMONIRHAT
8989,SONALI BANK PLC,KAKRAIL,200273374,DHAKA-SOUTH
8990,SONALI BANK PLC,KALAI,200380467,JOYPURHAT
8991,SONALI BANK PLC,KALAKOPA,200273408,DHAKA-SOUTH
8992,SONALI BANK PLC,KALAMPUR,200262448,DHAKA-NORTH
8993,SONALI BANK PLC,KALAMUNSHI BAZAR,200751270,NOAKHALI
8994,SONALI BANK PLC,KALAPARA BANDER,200780559,PATUAKHALI
8995,SONALI BANK PLC,KALAROA,200870580,SATKHIRA
8996,SONALI BANK PLC,KALARPOLE,200153799,CHITTAGONG
8997,SONALI BANK PLC,KALATIA,200273437,DHAKA-SOUTH
8998,SONALI BANK PLC,KALIA,200650342,NARAIL
8999,SONALI BANK PLC,KALIA CHAPRA,200480491,KISHOREGANJ
9000,SONALI BANK PLC,KALIAKOIR,200330796,GAZIPUR
9001,SONALI BANK PLC,KALIBARI,200153823,CHITTAGONG
9002,SONALI BANK PLC,KALIBARI BAZAR,200611994,MYMENSINGH
9003,SONALI BANK PLC,KALIGANJ,200330820,GAZIPUR
9004,SONALI BANK PLC,KALIGANJ,200870614,SATKHIRA
9005,SONALI BANK PLC,KALIGANJ,200520430,LALMONIRHAT
9006,SONALI BANK PLC,KALIGANJ-2,200440828,JHENAIDAH
9007,SONALI BANK PLC,KALIHATI,200931308,TANGAIL
9008,SONALI BANK PLC,KALKINI,200540281,MADARIPUR
9009,SONALI BANK PLC,KALMAKANDA,200720430,NETROKONA
9010,SONALI BANK PLC,KALUKHALI,200820372,RAJBARI
9011,SONALI BANK PLC,KALUMUNSHIR HAT,200153881,CHITTAGONG
9012,SONALI BANK PLC,KALURGHAT INDUSTRIAL ESTATE,200153944,CHITTAGONG
9013,SONALI BANK PLC,KALYAN PUR,200262477,DHAKA-NORTH
9014,SONALI BANK PLC,KAMAL BAZAR,200912051,SYLHET
9015,SONALI BANK PLC,KAMALAPUR RAILWAY STATION,200273558,DHAKA-SOUTH
9016,SONALI BANK PLC,KAMALGANJ,200580762,MOULVI BAZAR
9017,SONALI BANK PLC,KAMALNAGAR,200510666,LAKSHMIPUR
9018,SONALI BANK PLC,KAMALPUR BAZAR,200580791,MOULVI BAZAR
9019,SONALI BANK PLC,KAMAN NAGAR,200870643,SATKHIRA
9020,SONALI BANK PLC,KAMARJANI,200320672,GAIBANDHA
9021,SONALI BANK PLC,KAMARKHALI,200290881,FARIDPUR
9022,SONALI BANK PLC,KAMARKHALI,200061094,BARISHAL
9023,SONALI BANK PLC,KAMDIA,200320735,GAIBANDHA
9024,SONALI BANK PLC,KANAIGHAT,200912080,SYLHET
9025,SONALI BANK PLC,KANAIKHALI PURATAN BUS STAND,200690881,NATORE
9026,SONALI BANK PLC,KANAIPUR,200290915,FARIDPUR
9027,SONALI BANK PLC,KANCHANPUR,200510679,LAKSHMIPUR
9028,SONALI BANK PLC,KANGSHANAGAR,200192534,COMILLA
9029,SONALI BANK PLC,KANKIRHAT,200751304,NOAKHALI
9030,SONALI BANK PLC,KAPASIA,200330888,GAZIPUR
9031,SONALI BANK PLC,KAPTAI,200840286,RANGAMATI
9032,SONALI BANK PLC,KARANZA BAZAR,200761307,PABNA
9033,SONALI BANK PLC,KARBALA ROAD,200411152,JESSORE
9034,SONALI BANK PLC,KARIMGANJ,200480554,KISHOREGANJ
9035,SONALI BANK PLC,KARWAN BAZAR,200262530,DHAKA-NORTH
9036,SONALI BANK PLC,KASBA,200121039,BRAHMANBARIA
9037,SONALI BANK PLC,KASHBA MAJAIL,200820406,RAJBARI
9038,SONALI BANK PLC,KASHIADANGA,200811031,RAJSHAHI
9039,SONALI BANK PLC,KASHIANI,200350589,GOPALGANJ
9040,SONALI BANK PLC,KATHALIA,200420372,JHALOKATHI
9041,SONALI BANK PLC,KATIADI BAZAR,200480617,KISHOREGANJ
9042,SONALI BANK PLC,KAUNIA,200850768,RANGPUR
9043,SONALI BANK PLC,KAWKHALI,200840349,RANGAMATI
9044,SONALI BANK PLC,KAWKHALI,200790431,PIROJPUR
9045,SONALI BANK PLC,KAYA BAZAR,200500768,KUSHTIA
9046,SONALI BANK PLC,KAZALHAOR,200912114,SYLHET
9047,SONALI BANK PLC,KAZDIA,200471363,KHULNA
9048,SONALI BANK PLC,KAZIPUR,200881090,SIRAJGANJ
9049,SONALI BANK PLC,KAZIRHAT,200061128,BARISHAL
9050,SONALI BANK PLC,KENDUA,200720469,NETROKONA
9051,SONALI BANK PLC,KENDUA BAZAR,200931403,TANGAIL
9052,SONALI BANK PLC,KERANIGANJ,200273640,DHAKA-SOUTH
9053,SONALI BANK PLC,KESHABPUR,200411215,JESSORE
9054,SONALI BANK PLC,KESHOREGANJ BAZAR,200611365,MYMENSINGH
9055,SONALI BANK PLC,KEYAIN,200590794,MUNSHIGANJ
9056,SONALI BANK PLC,KHADIMNAGAR,200912206,SYLHET
9057,SONALI BANK PLC,KHAGRACHARI,200460079,KHAGRACHARI
9058,SONALI BANK PLC,KHAJURA BAZAR,200411257,JESSORE
9059,SONALI BANK PLC,KHALASHPIR,200850797,RANGPUR
9060,SONALI BANK PLC,KHALIAJURI,200720498,NETROKONA
9061,SONALI BANK PLC,KHALIFERHAT,200751425,NOAKHALI
9062,SONALI BANK PLC,KHALILPUR,200290973,FARIDPUR
